,Roll,Pitch,Yaw,Gamma Ordered,Theta Ordered,point_index
0,-13.0,18.0,0.0,0.0,50.0,0
1,-15.0,16.0,9.0,0.0,50.0,0
2,-6.0,24.0,15.0,0.0,50.0,0
3,-5.0,28.0,22.0,0.0,50.0,0
4,0.0,27.0,31.0,0.0,50.0,0
5,3.0,31.0,36.0,0.0,50.0,0
6,7.0,34.0,43.0,0.0,50.0,0
7,9.0,34.0,47.0,0.0,50.0,0
8,11.0,36.0,46.0,0.0,50.0,0
9,11.0,36.0,45.0,0.0,50.0,0
10,11.0,36.0,45.0,0.0,50.0,0
11,11.0,36.0,44.0,0.0,50.0,0
12,11.0,36.0,43.0,0.0,50.0,0
13,11.0,36.0,43.0,0.0,50.0,0
14,11.0,36.0,42.0,0.0,50.0,0
15,11.0,36.0,42.0,0.0,50.0,0
16,11.0,36.0,41.0,0.0,50.0,0
17,11.0,36.0,40.0,0.0,50.0,0
18,11.0,36.0,40.0,0.0,50.0,0
19,11.0,36.0,39.0,0.0,50.0,0
20,11.0,36.0,39.0,0.0,50.0,0
21,11.0,36.0,38.0,0.0,50.0,0
22,11.0,36.0,38.0,0.0,50.0,0
23,11.0,36.0,37.0,0.0,50.0,0
24,11.0,36.0,36.0,0.0,50.0,0
25,11.0,36.0,36.0,0.0,50.0,0
26,11.0,36.0,35.0,0.0,50.0,0
27,11.0,36.0,35.0,0.0,50.0,0
28,11.0,36.0,34.0,0.0,50.0,0
29,11.0,36.0,34.0,0.0,50.0,0
30,11.0,36.0,33.0,0.0,50.0,0
31,11.0,36.0,33.0,0.0,50.0,0
32,11.0,36.0,32.0,0.0,50.0,0
33,11.0,36.0,31.0,0.0,50.0,0
34,11.0,36.0,31.0,0.0,50.0,0
35,11.0,36.0,30.0,0.0,50.0,0
36,11.0,36.0,30.0,0.0,50.0,0
37,11.0,36.0,29.0,0.0,50.0,0
38,11.0,36.0,29.0,0.0,50.0,0
39,11.0,36.0,28.0,0.0,50.0,0
40,11.0,36.0,28.0,0.0,50.0,0
41,11.0,36.0,27.0,0.0,50.0,0
42,11.0,36.0,27.0,0.0,50.0,0
43,11.0,36.0,26.0,0.0,50.0,0
44,11.0,36.0,25.0,0.0,50.0,0
45,11.0,36.0,25.0,0.0,50.0,0
46,11.0,36.0,24.0,0.0,50.0,0
47,11.0,36.0,24.0,0.0,50.0,0
48,11.0,36.0,23.0,0.0,50.0,0
49,11.0,36.0,23.0,0.0,50.0,0
0,11.0,36.0,22.0,18.94736842105263,50.0,1
1,16.0,31.0,29.0,18.94736842105263,50.0,1
2,17.0,37.0,40.0,18.94736842105263,50.0,1
3,25.0,38.0,47.0,18.94736842105263,50.0,1
4,28.0,36.0,53.0,18.94736842105263,50.0,1
5,31.0,35.0,58.0,18.94736842105263,50.0,1
6,35.0,34.0,67.0,18.94736842105263,50.0,1
7,37.0,35.0,67.0,18.94736842105263,50.0,1
8,37.0,35.0,67.0,18.94736842105263,50.0,1
9,37.0,35.0,67.0,18.94736842105263,50.0,1
10,37.0,35.0,66.0,18.94736842105263,50.0,1
11,37.0,35.0,66.0,18.94736842105263,50.0,1
12,37.0,35.0,66.0,18.94736842105263,50.0,1
13,37.0,35.0,66.0,18.94736842105263,50.0,1
14,37.0,35.0,65.0,18.94736842105263,50.0,1
15,37.0,35.0,65.0,18.94736842105263,50.0,1
16,37.0,35.0,65.0,18.94736842105263,50.0,1
17,37.0,35.0,65.0,18.94736842105263,50.0,1
18,37.0,35.0,64.0,18.94736842105263,50.0,1
19,37.0,35.0,64.0,18.94736842105263,50.0,1
20,37.0,35.0,64.0,18.94736842105263,50.0,1
21,37.0,35.0,64.0,18.94736842105263,50.0,1
22,37.0,35.0,64.0,18.94736842105263,50.0,1
23,37.0,35.0,63.0,18.94736842105263,50.0,1
24,37.0,35.0,63.0,18.94736842105263,50.0,1
25,37.0,35.0,63.0,18.94736842105263,50.0,1
26,37.0,35.0,63.0,18.94736842105263,50.0,1
27,37.0,35.0,63.0,18.94736842105263,50.0,1
28,37.0,35.0,63.0,18.94736842105263,50.0,1
29,37.0,35.0,62.0,18.94736842105263,50.0,1
30,37.0,35.0,62.0,18.94736842105263,50.0,1
31,37.0,35.0,62.0,18.94736842105263,50.0,1
32,37.0,35.0,62.0,18.94736842105263,50.0,1
33,37.0,35.0,62.0,18.94736842105263,50.0,1
34,37.0,35.0,61.0,18.94736842105263,50.0,1
35,37.0,35.0,61.0,18.94736842105263,50.0,1
36,37.0,35.0,61.0,18.94736842105263,50.0,1
37,36.0,36.0,61.0,18.94736842105263,50.0,1
38,37.0,35.0,61.0,18.94736842105263,50.0,1
39,37.0,35.0,60.0,18.94736842105263,50.0,1
40,37.0,35.0,60.0,18.94736842105263,50.0,1
41,37.0,35.0,60.0,18.94736842105263,50.0,1
42,37.0,35.0,60.0,18.94736842105263,50.0,1
43,37.0,35.0,60.0,18.94736842105263,50.0,1
44,37.0,35.0,60.0,18.94736842105263,50.0,1
45,37.0,35.0,60.0,18.94736842105263,50.0,1
46,37.0,35.0,59.0,18.94736842105263,50.0,1
47,37.0,35.0,59.0,18.94736842105263,50.0,1
48,37.0,35.0,59.0,18.94736842105263,50.0,1
49,37.0,35.0,59.0,18.94736842105263,50.0,1
0,37.0,35.0,59.0,37.89473684210526,50.0,2
1,40.0,31.0,73.0,37.89473684210526,50.0,2
2,43.0,31.0,79.0,37.89473684210526,50.0,2
3,47.0,30.0,86.0,37.89473684210526,50.0,2
4,49.0,29.0,91.0,37.89473684210526,50.0,2
5,50.0,31.0,98.0,37.89473684210526,50.0,2
6,59.0,24.0,103.0,37.89473684210526,50.0,2
7,58.0,25.0,103.0,37.89473684210526,50.0,2
8,58.0,25.0,103.0,37.89473684210526,50.0,2
9,58.0,25.0,103.0,37.89473684210526,50.0,2
10,59.0,25.0,103.0,37.89473684210526,50.0,2
11,59.0,25.0,103.0,37.89473684210526,50.0,2
12,59.0,25.0,103.0,37.89473684210526,50.0,2
13,59.0,25.0,103.0,37.89473684210526,50.0,2
14,59.0,25.0,103.0,37.89473684210526,50.0,2
15,59.0,25.0,103.0,37.89473684210526,50.0,2
16,59.0,25.0,103.0,37.89473684210526,50.0,2
17,59.0,25.0,103.0,37.89473684210526,50.0,2
18,59.0,25.0,103.0,37.89473684210526,50.0,2
19,59.0,25.0,103.0,37.89473684210526,50.0,2
20,59.0,25.0,103.0,37.89473684210526,50.0,2
21,59.0,25.0,103.0,37.89473684210526,50.0,2
22,59.0,25.0,103.0,37.89473684210526,50.0,2
23,59.0,25.0,103.0,37.89473684210526,50.0,2
24,59.0,25.0,103.0,37.89473684210526,50.0,2
25,59.0,25.0,103.0,37.89473684210526,50.0,2
26,59.0,25.0,103.0,37.89473684210526,50.0,2
27,59.0,25.0,103.0,37.89473684210526,50.0,2
28,58.0,26.0,103.0,37.89473684210526,50.0,2
29,59.0,25.0,103.0,37.89473684210526,50.0,2
30,59.0,25.0,103.0,37.89473684210526,50.0,2
31,59.0,25.0,103.0,37.89473684210526,50.0,2
32,59.0,25.0,103.0,37.89473684210526,50.0,2
33,59.0,25.0,103.0,37.89473684210526,50.0,2
34,60.0,24.0,103.0,37.89473684210526,50.0,2
35,59.0,26.0,103.0,37.89473684210526,50.0,2
36,59.0,25.0,103.0,37.89473684210526,50.0,2
37,59.0,25.0,103.0,37.89473684210526,50.0,2
38,59.0,25.0,103.0,37.89473684210526,50.0,2
39,59.0,25.0,103.0,37.89473684210526,50.0,2
40,59.0,25.0,103.0,37.89473684210526,50.0,2
41,59.0,25.0,103.0,37.89473684210526,50.0,2
42,59.0,25.0,103.0,37.89473684210526,50.0,2
43,59.0,25.0,103.0,37.89473684210526,50.0,2
44,59.0,25.0,103.0,37.89473684210526,50.0,2
45,59.0,25.0,103.0,37.89473684210526,50.0,2
46,59.0,25.0,103.0,37.89473684210526,50.0,2
47,59.0,25.0,103.0,37.89473684210526,50.0,2
48,59.0,25.0,103.0,37.89473684210526,50.0,2
49,59.0,25.0,103.0,37.89473684210526,50.0,2
0,59.0,25.0,103.0,56.84210526315789,50.0,3
1,59.0,25.0,112.0,56.84210526315789,50.0,3
2,62.0,22.0,124.0,56.84210526315789,50.0,3
3,69.0,14.0,137.0,56.84210526315789,50.0,3
4,73.0,11.0,144.0,56.84210526315789,50.0,3
5,72.0,14.0,144.0,56.84210526315789,50.0,3
6,72.0,14.0,145.0,56.84210526315789,50.0,3
7,72.0,14.0,145.0,56.84210526315789,50.0,3
8,71.0,14.0,145.0,56.84210526315789,50.0,3
9,72.0,14.0,145.0,56.84210526315789,50.0,3
10,72.0,14.0,146.0,56.84210526315789,50.0,3
11,72.0,14.0,146.0,56.84210526315789,50.0,3
12,72.0,14.0,146.0,56.84210526315789,50.0,3
13,71.0,13.0,146.0,56.84210526315789,50.0,3
14,72.0,14.0,147.0,56.84210526315789,50.0,3
15,73.0,13.0,149.0,56.84210526315789,50.0,3
16,67.0,19.0,150.0,56.84210526315789,50.0,3
17,68.0,19.0,149.0,56.84210526315789,50.0,3
18,72.0,15.0,148.0,56.84210526315789,50.0,3
19,73.0,13.0,149.0,56.84210526315789,50.0,3
20,72.0,14.0,149.0,56.84210526315789,50.0,3
21,72.0,14.0,149.0,56.84210526315789,50.0,3
22,72.0,14.0,149.0,56.84210526315789,50.0,3
23,72.0,14.0,150.0,56.84210526315789,50.0,3
24,72.0,14.0,150.0,56.84210526315789,50.0,3
25,72.0,14.0,150.0,56.84210526315789,50.0,3
26,72.0,14.0,150.0,56.84210526315789,50.0,3
27,72.0,14.0,150.0,56.84210526315789,50.0,3
28,72.0,14.0,151.0,56.84210526315789,50.0,3
29,72.0,14.0,151.0,56.84210526315789,50.0,3
30,72.0,14.0,151.0,56.84210526315789,50.0,3
31,72.0,14.0,151.0,56.84210526315789,50.0,3
32,72.0,14.0,151.0,56.84210526315789,50.0,3
33,72.0,14.0,152.0,56.84210526315789,50.0,3
34,72.0,14.0,152.0,56.84210526315789,50.0,3
35,72.0,14.0,152.0,56.84210526315789,50.0,3
36,72.0,14.0,152.0,56.84210526315789,50.0,3
37,72.0,14.0,152.0,56.84210526315789,50.0,3
38,72.0,14.0,153.0,56.84210526315789,50.0,3
39,72.0,14.0,153.0,56.84210526315789,50.0,3
40,72.0,14.0,153.0,56.84210526315789,50.0,3
41,72.0,14.0,153.0,56.84210526315789,50.0,3
42,72.0,14.0,153.0,56.84210526315789,50.0,3
43,72.0,14.0,153.0,56.84210526315789,50.0,3
44,72.0,14.0,154.0,56.84210526315789,50.0,3
45,72.0,14.0,154.0,56.84210526315789,50.0,3
46,72.0,14.0,154.0,56.84210526315789,50.0,3
47,72.0,14.0,154.0,56.84210526315789,50.0,3
48,72.0,14.0,154.0,56.84210526315789,50.0,3
49,72.0,14.0,155.0,56.84210526315789,50.0,3
0,72.0,14.0,155.0,75.78947368421052,50.0,4
1,72.0,14.0,162.0,75.78947368421052,50.0,4
2,74.0,11.0,166.0,75.78947368421052,50.0,4
3,76.0,8.0,170.0,75.78947368421052,50.0,4
4,73.0,12.0,171.0,75.78947368421052,50.0,4
5,74.0,7.0,174.0,75.78947368421052,50.0,4
6,73.0,7.0,175.0,75.78947368421052,50.0,4
7,74.0,6.0,175.0,75.78947368421052,50.0,4
8,74.0,7.0,175.0,75.78947368421052,50.0,4
9,74.0,7.0,175.0,75.78947368421052,50.0,4
10,74.0,7.0,175.0,75.78947368421052,50.0,4
11,74.0,7.0,176.0,75.78947368421052,50.0,4
12,74.0,7.0,176.0,75.78947368421052,50.0,4
13,74.0,7.0,176.0,75.78947368421052,50.0,4
14,74.0,7.0,177.0,75.78947368421052,50.0,4
15,74.0,7.0,177.0,75.78947368421052,50.0,4
16,74.0,7.0,177.0,75.78947368421052,50.0,4
17,74.0,7.0,178.0,75.78947368421052,50.0,4
18,74.0,7.0,178.0,75.78947368421052,50.0,4
19,74.0,7.0,178.0,75.78947368421052,50.0,4
20,74.0,7.0,179.0,75.78947368421052,50.0,4
21,74.0,7.0,179.0,75.78947368421052,50.0,4
22,74.0,7.0,179.0,75.78947368421052,50.0,4
23,74.0,7.0,180.0,75.78947368421052,50.0,4
24,74.0,7.0,180.0,75.78947368421052,50.0,4
25,74.0,7.0,180.0,75.78947368421052,50.0,4
26,74.0,7.0,181.0,75.78947368421052,50.0,4
27,74.0,7.0,181.0,75.78947368421052,50.0,4
28,74.0,7.0,182.0,75.78947368421052,50.0,4
29,74.0,7.0,182.0,75.78947368421052,50.0,4
30,74.0,7.0,182.0,75.78947368421052,50.0,4
31,74.0,7.0,183.0,75.78947368421052,50.0,4
32,74.0,7.0,183.0,75.78947368421052,50.0,4
33,74.0,7.0,183.0,75.78947368421052,50.0,4
34,74.0,7.0,184.0,75.78947368421052,50.0,4
35,74.0,7.0,184.0,75.78947368421052,50.0,4
36,74.0,7.0,185.0,75.78947368421052,50.0,4
37,74.0,7.0,185.0,75.78947368421052,50.0,4
