,Roll,Pitch,Yaw,Gamma Ordered,Theta Ordered,point_index
0,-8.0,4.0,0.0,0.0,20.0,0
1,-3.0,9.0,5.0,0.0,20.0,0
2,-2.0,11.0,7.0,0.0,20.0,0
3,-3.0,12.0,8.0,0.0,20.0,0
4,-2.0,13.0,7.0,0.0,20.0,0
5,-1.0,13.0,6.0,0.0,20.0,0
6,-1.0,13.0,6.0,0.0,20.0,0
7,-1.0,13.0,5.0,0.0,20.0,0
8,-1.0,13.0,4.0,0.0,20.0,0
9,-1.0,13.0,4.0,0.0,20.0,0
10,-1.0,13.0,3.0,0.0,20.0,0
11,-1.0,13.0,2.0,0.0,20.0,0
12,-1.0,13.0,2.0,0.0,20.0,0
13,-1.0,13.0,1.0,0.0,20.0,0
14,-1.0,13.0,0.0,0.0,20.0,0
15,-1.0,13.0,0.0,0.0,20.0,0
16,-1.0,13.0,0.0,0.0,20.0,0
17,-1.0,13.0,0.0,0.0,20.0,0
18,-1.0,13.0,-1.0,0.0,20.0,0
19,-1.0,12.0,-2.0,0.0,20.0,0
20,-1.0,12.0,-2.0,0.0,20.0,0
21,-1.0,13.0,-3.0,0.0,20.0,0
22,-1.0,13.0,-3.0,0.0,20.0,0
23,-1.0,13.0,-4.0,0.0,20.0,0
24,-1.0,13.0,-5.0,0.0,20.0,0
25,-1.0,13.0,-5.0,0.0,20.0,0
26,-1.0,13.0,-6.0,0.0,20.0,0
27,-1.0,13.0,-6.0,0.0,20.0,0
28,-1.0,13.0,-7.0,0.0,20.0,0
29,-1.0,13.0,-7.0,0.0,20.0,0
30,-1.0,13.0,-8.0,0.0,20.0,0
31,-1.0,13.0,-9.0,0.0,20.0,0
32,-1.0,13.0,-9.0,0.0,20.0,0
33,-1.0,13.0,-10.0,0.0,20.0,0
34,-1.0,13.0,-10.0,0.0,20.0,0
35,-1.0,13.0,-11.0,0.0,20.0,0
36,-1.0,13.0,-12.0,0.0,20.0,0
37,-1.0,13.0,-12.0,0.0,20.0,0
38,-1.0,13.0,-13.0,0.0,20.0,0
39,-1.0,13.0,-13.0,0.0,20.0,0
40,-1.0,13.0,-14.0,0.0,20.0,0
41,-1.0,13.0,-15.0,0.0,20.0,0
42,-1.0,13.0,-15.0,0.0,20.0,0
43,-1.0,13.0,-16.0,0.0,20.0,0
44,-1.0,13.0,-17.0,0.0,20.0,0
45,-1.0,13.0,-17.0,0.0,20.0,0
46,-1.0,13.0,-18.0,0.0,20.0,0
47,-1.0,13.0,-18.0,0.0,20.0,0
48,-1.0,13.0,-19.0,0.0,20.0,0
49,-1.0,13.0,-19.0,0.0,20.0,0
0,-1.0,13.0,-20.0,18.94736842105263,20.0,1
1,3.0,17.0,-17.0,18.94736842105263,20.0,1
2,7.0,16.0,-14.0,18.94736842105263,20.0,1
3,11.0,21.0,-15.0,18.94736842105263,20.0,1
4,11.0,18.0,-16.0,18.94736842105263,20.0,1
5,11.0,18.0,-17.0,18.94736842105263,20.0,1
6,11.0,18.0,-17.0,18.94736842105263,20.0,1
7,11.0,18.0,-18.0,18.94736842105263,20.0,1
8,11.0,18.0,-18.0,18.94736842105263,20.0,1
9,11.0,18.0,-19.0,18.94736842105263,20.0,1
10,11.0,18.0,-19.0,18.94736842105263,20.0,1
11,11.0,18.0,-20.0,18.94736842105263,20.0,1
12,11.0,18.0,-21.0,18.94736842105263,20.0,1
13,11.0,18.0,-21.0,18.94736842105263,20.0,1
14,11.0,18.0,-22.0,18.94736842105263,20.0,1
15,11.0,18.0,-22.0,18.94736842105263,20.0,1
16,11.0,18.0,-23.0,18.94736842105263,20.0,1
17,11.0,18.0,-23.0,18.94736842105263,20.0,1
18,11.0,18.0,-24.0,18.94736842105263,20.0,1
19,11.0,18.0,-24.0,18.94736842105263,20.0,1
20,11.0,18.0,-25.0,18.94736842105263,20.0,1
21,11.0,18.0,-25.0,18.94736842105263,20.0,1
22,11.0,18.0,-26.0,18.94736842105263,20.0,1
23,11.0,18.0,-26.0,18.94736842105263,20.0,1
24,11.0,18.0,-27.0,18.94736842105263,20.0,1
25,11.0,18.0,-27.0,18.94736842105263,20.0,1
26,11.0,18.0,-27.0,18.94736842105263,20.0,1
27,11.0,18.0,-28.0,18.94736842105263,20.0,1
28,11.0,18.0,-28.0,18.94736842105263,20.0,1
29,11.0,18.0,-29.0,18.94736842105263,20.0,1
30,11.0,18.0,-29.0,18.94736842105263,20.0,1
31,11.0,18.0,-30.0,18.94736842105263,20.0,1
32,11.0,18.0,-30.0,18.94736842105263,20.0,1
33,11.0,18.0,-31.0,18.94736842105263,20.0,1
34,11.0,18.0,-31.0,18.94736842105263,20.0,1
35,11.0,18.0,-31.0,18.94736842105263,20.0,1
36,11.0,18.0,-32.0,18.94736842105263,20.0,1
37,11.0,18.0,-32.0,18.94736842105263,20.0,1
38,11.0,18.0,-33.0,18.94736842105263,20.0,1
39,11.0,18.0,-33.0,18.94736842105263,20.0,1
40,11.0,18.0,-34.0,18.94736842105263,20.0,1
41,11.0,18.0,-34.0,18.94736842105263,20.0,1
42,11.0,18.0,-35.0,18.94736842105263,20.0,1
43,11.0,18.0,-35.0,18.94736842105263,20.0,1
44,11.0,18.0,-35.0,18.94736842105263,20.0,1
45,11.0,18.0,-36.0,18.94736842105263,20.0,1
46,11.0,18.0,-36.0,18.94736842105263,20.0,1
47,11.0,18.0,-37.0,18.94736842105263,20.0,1
48,11.0,18.0,-37.0,18.94736842105263,20.0,1
49,11.0,18.0,-38.0,18.94736842105263,20.0,1
0,11.0,18.0,-38.0,37.89473684210526,20.0,2
1,18.0,19.0,-34.0,37.89473684210526,20.0,2
2,22.0,21.0,-32.0,37.89473684210526,20.0,2
3,24.0,18.0,-30.0,37.89473684210526,20.0,2
4,24.0,18.0,-30.0,37.89473684210526,20.0,2
5,24.0,18.0,-31.0,37.89473684210526,20.0,2
6,24.0,18.0,-31.0,37.89473684210526,20.0,2
7,24.0,18.0,-31.0,37.89473684210526,20.0,2
8,24.0,18.0,-31.0,37.89473684210526,20.0,2
9,24.0,18.0,-32.0,37.89473684210526,20.0,2
10,24.0,18.0,-32.0,37.89473684210526,20.0,2
11,24.0,18.0,-32.0,37.89473684210526,20.0,2
12,24.0,18.0,-33.0,37.89473684210526,20.0,2
13,24.0,18.0,-33.0,37.89473684210526,20.0,2
14,24.0,18.0,-34.0,37.89473684210526,20.0,2
15,24.0,18.0,-34.0,37.89473684210526,20.0,2
16,24.0,18.0,-34.0,37.89473684210526,20.0,2
17,24.0,18.0,-35.0,37.89473684210526,20.0,2
18,24.0,18.0,-35.0,37.89473684210526,20.0,2
19,24.0,18.0,-35.0,37.89473684210526,20.0,2
20,24.0,18.0,-36.0,37.89473684210526,20.0,2
21,24.0,18.0,-36.0,37.89473684210526,20.0,2
22,24.0,18.0,-36.0,37.89473684210526,20.0,2
23,24.0,18.0,-37.0,37.89473684210526,20.0,2
24,24.0,18.0,-37.0,37.89473684210526,20.0,2
25,24.0,18.0,-37.0,37.89473684210526,20.0,2
26,24.0,18.0,-38.0,37.89473684210526,20.0,2
27,24.0,18.0,-38.0,37.89473684210526,20.0,2
28,24.0,18.0,-38.0,37.89473684210526,20.0,2
29,24.0,18.0,-39.0,37.89473684210526,20.0,2
30,24.0,18.0,-39.0,37.89473684210526,20.0,2
31,24.0,18.0,-39.0,37.89473684210526,20.0,2
32,24.0,18.0,-40.0,37.89473684210526,20.0,2
33,24.0,18.0,-40.0,37.89473684210526,20.0,2
34,24.0,18.0,-40.0,37.89473684210526,20.0,2
35,24.0,18.0,-41.0,37.89473684210526,20.0,2
36,24.0,18.0,-41.0,37.89473684210526,20.0,2
37,24.0,18.0,-41.0,37.89473684210526,20.0,2
38,24.0,18.0,-42.0,37.89473684210526,20.0,2
39,24.0,18.0,-42.0,37.89473684210526,20.0,2
40,24.0,18.0,-42.0,37.89473684210526,20.0,2
41,24.0,18.0,-43.0,37.89473684210526,20.0,2
42,24.0,18.0,-43.0,37.89473684210526,20.0,2
43,24.0,18.0,-43.0,37.89473684210526,20.0,2
44,24.0,18.0,-44.0,37.89473684210526,20.0,2
45,24.0,18.0,-44.0,37.89473684210526,20.0,2
46,24.0,18.0,-44.0,37.89473684210526,20.0,2
47,24.0,18.0,-45.0,37.89473684210526,20.0,2
48,24.0,18.0,-45.0,37.89473684210526,20.0,2
49,24.0,18.0,-45.0,37.89473684210526,20.0,2
0,24.0,18.0,-46.0,56.84210526315789,20.0,3
1,23.0,21.0,-44.0,56.84210526315789,20.0,3
2,31.0,15.0,-44.0,56.84210526315789,20.0,3
3,34.0,14.0,-41.0,56.84210526315789,20.0,3
4,35.0,14.0,-42.0,56.84210526315789,20.0,3
5,36.0,14.0,-42.0,56.84210526315789,20.0,3
6,36.0,14.0,-42.0,56.84210526315789,20.0,3
7,36.0,14.0,-42.0,56.84210526315789,20.0,3
8,35.0,14.0,-42.0,56.84210526315789,20.0,3
9,36.0,14.0,-42.0,56.84210526315789,20.0,3
10,36.0,14.0,-42.0,56.84210526315789,20.0,3
11,36.0,14.0,-42.0,56.84210526315789,20.0,3
12,36.0,14.0,-42.0,56.84210526315789,20.0,3
13,36.0,14.0,-42.0,56.84210526315789,20.0,3
14,36.0,14.0,-42.0,56.84210526315789,20.0,3
15,36.0,14.0,-42.0,56.84210526315789,20.0,3
16,36.0,14.0,-42.0,56.84210526315789,20.0,3
17,36.0,14.0,-42.0,56.84210526315789,20.0,3
18,36.0,14.0,-42.0,56.84210526315789,20.0,3
19,36.0,14.0,-42.0,56.84210526315789,20.0,3
20,36.0,14.0,-42.0,56.84210526315789,20.0,3
21,36.0,14.0,-42.0,56.84210526315789,20.0,3
22,36.0,14.0,-42.0,56.84210526315789,20.0,3
23,36.0,14.0,-42.0,56.84210526315789,20.0,3
24,35.0,14.0,-42.0,56.84210526315789,20.0,3
25,36.0,14.0,-42.0,56.84210526315789,20.0,3
26,36.0,14.0,-42.0,56.84210526315789,20.0,3
27,36.0,14.0,-42.0,56.84210526315789,20.0,3
28,36.0,14.0,-42.0,56.84210526315789,20.0,3
29,36.0,14.0,-42.0,56.84210526315789,20.0,3
30,35.0,14.0,-42.0,56.84210526315789,20.0,3
31,36.0,14.0,-42.0,56.84210526315789,20.0,3
32,36.0,14.0,-42.0,56.84210526315789,20.0,3
33,36.0,14.0,-42.0,56.84210526315789,20.0,3
34,36.0,14.0,-42.0,56.84210526315789,20.0,3
35,36.0,14.0,-42.0,56.84210526315789,20.0,3
36,36.0,14.0,-42.0,56.84210526315789,20.0,3
37,36.0,14.0,-42.0,56.84210526315789,20.0,3
38,36.0,14.0,-42.0,56.84210526315789,20.0,3
39,35.0,14.0,-42.0,56.84210526315789,20.0,3
40,36.0,14.0,-42.0,56.84210526315789,20.0,3
41,36.0,14.0,-42.0,56.84210526315789,20.0,3
42,36.0,14.0,-42.0,56.84210526315789,20.0,3
43,36.0,14.0,-42.0,56.84210526315789,20.0,3
44,36.0,14.0,-42.0,56.84210526315789,20.0,3
45,36.0,14.0,-42.0,56.84210526315789,20.0,3
46,36.0,14.0,-42.0,56.84210526315789,20.0,3
47,35.0,14.0,-42.0,56.84210526315789,20.0,3
48,36.0,14.0,-42.0,56.84210526315789,20.0,3
49,35.0,14.0,-42.0,56.84210526315789,20.0,3
0,36.0,14.0,-42.0,75.78947368421052,20.0,4
1,39.0,13.0,-36.0,75.78947368421052,20.0,4
2,44.0,6.0,-31.0,75.78947368421052,20.0,4
3,46.0,6.0,-29.0,75.78947368421052,20.0,4
4,45.0,6.0,-28.0,75.78947368421052,20.0,4
5,45.0,6.0,-28.0,75.78947368421052,20.0,4
6,45.0,6.0,-28.0,75.78947368421052,20.0,4
7,45.0,6.0,-27.0,75.78947368421052,20.0,4
8,45.0,6.0,-27.0,75.78947368421052,20.0,4
9,45.0,6.0,-26.0,75.78947368421052,20.0,4
10,45.0,6.0,-26.0,75.78947368421052,20.0,4
11,45.0,6.0,-26.0,75.78947368421052,20.0,4
12,45.0,6.0,-25.0,75.78947368421052,20.0,4
13,45.0,6.0,-25.0,75.78947368421052,20.0,4
14,45.0,6.0,-25.0,75.78947368421052,20.0,4
15,45.0,6.0,-24.0,75.78947368421052,20.0,4
16,45.0,6.0,-24.0,75.78947368421052,20.0,4
17,45.0,6.0,-23.0,75.78947368421052,20.0,4
18,45.0,6.0,-23.0,75.78947368421052,20.0,4
19,45.0,6.0,-23.0,75.78947368421052,20.0,4
20,45.0,6.0,-22.0,75.78947368421052,20.0,4
21,45.0,6.0,-22.0,75.78947368421052,20.0,4
22,45.0,6.0,-22.0,75.78947368421052,20.0,4
23,45.0,6.0,-21.0,75.78947368421052,20.0,4
24,45.0,6.0,-21.0,75.78947368421052,20.0,4
25,45.0,6.0,-21.0,75.78947368421052,20.0,4
26,45.0,6.0,-20.0,75.78947368421052,20.0,4
27,45.0,6.0,-20.0,75.78947368421052,20.0,4
28,45.0,6.0,-20.0,75.78947368421052,20.0,4
29,45.0,6.0,-19.0,75.78947368421052,20.0,4
30,45.0,6.0,-19.0,75.78947368421052,20.0,4
31,45.0,6.0,-19.0,75.78947368421052,20.0,4
32,45.0,6.0,-18.0,75.78947368421052,20.0,4
33,45.0,6.0,-18.0,75.78947368421052,20.0,4
34,45.0,6.0,-18.0,75.78947368421052,20.0,4
35,45.0,6.0,-17.0,75.78947368421052,20.0,4
36,45.0,6.0,-17.0,75.78947368421052,20.0,4
37,45.0,6.0,-17.0,75.78947368421052,20.0,4
38,45.0,6.0,-17.0,75.78947368421052,20.0,4
39,45.0,6.0,-16.0,75.78947368421052,20.0,4
40,45.0,6.0,-16.0,75.78947368421052,20.0,4
41,45.0,6.0,-16.0,75.78947368421052,20.0,4
42,45.0,6.0,-15.0,75.78947368421052,20.0,4
43,45.0,6.0,-15.0,75.78947368421052,20.0,4
44,45.0,6.0,-15.0,75.78947368421052,20.0,4
45,45.0,6.0,-14.0,75.78947368421052,20.0,4
46,45.0,6.0,-14.0,75.78947368421052,20.0,4
47,45.0,6.0,-14.0,75.78947368421052,20.0,4
48,45.0,6.0,-13.0,75.78947368421052,20.0,4
49,45.0,6.0,-13.0,75.78947368421052,20.0,4
0,45.0,6.0,-13.0,94.73684210526316,20.0,5
1,47.0,4.0,-6.0,94.73684210526316,20.0,5
2,50.0,1.0,-1.0,94.73684210526316,20.0,5
3,53.0,-1.0,0.0,94.73684210526316,20.0,5
4,52.0,-1.0,0.0,94.73684210526316,20.0,5
5,52.0,-1.0,0.0,94.73684210526316,20.0,5
6,52.0,-2.0,1.0,94.73684210526316,20.0,5
7,52.0,-2.0,2.0,94.73684210526316,20.0,5
8,53.0,-1.0,2.0,94.73684210526316,20.0,5
9,52.0,-2.0,3.0,94.73684210526316,20.0,5
10,52.0,-1.0,3.0,94.73684210526316,20.0,5
11,52.0,-2.0,4.0,94.73684210526316,20.0,5
12,52.0,-2.0,4.0,94.73684210526316,20.0,5
13,52.0,-1.0,5.0,94.73684210526316,20.0,5
14,52.0,-2.0,5.0,94.73684210526316,20.0,5
15,52.0,-2.0,6.0,94.73684210526316,20.0,5
16,52.0,-2.0,6.0,94.73684210526316,20.0,5
17,52.0,-2.0,7.0,94.73684210526316,20.0,5
18,52.0,-2.0,7.0,94.73684210526316,20.0,5
