,Roll,Pitch,Yaw,Gamma Ordered,Theta Ordered,point_index
0,-8.0,6.0,0.0,0.0,20.0,0
1,-5.0,7.0,0.0,0.0,20.0,0
2,-2.0,10.0,3.0,0.0,20.0,0
3,0.0,12.0,4.0,0.0,20.0,0
4,0.0,12.0,4.0,0.0,20.0,0
5,0.0,12.0,4.0,0.0,20.0,0
6,0.0,12.0,3.0,0.0,20.0,0
7,1.0,12.0,2.0,0.0,20.0,0
8,0.0,12.0,2.0,0.0,20.0,0
9,0.0,12.0,1.0,0.0,20.0,0
10,0.0,13.0,1.0,0.0,20.0,0
11,0.0,12.0,0.0,0.0,20.0,0
12,0.0,12.0,0.0,0.0,20.0,0
13,0.0,13.0,0.0,0.0,20.0,0
14,0.0,12.0,-1.0,0.0,20.0,0
15,0.0,12.0,-1.0,0.0,20.0,0
16,0.0,13.0,-2.0,0.0,20.0,0
17,0.0,12.0,-2.0,0.0,20.0,0
18,0.0,12.0,-3.0,0.0,20.0,0
19,0.0,12.0,-4.0,0.0,20.0,0
20,0.0,12.0,-4.0,0.0,20.0,0
21,0.0,12.0,-5.0,0.0,20.0,0
22,0.0,12.0,-5.0,0.0,20.0,0
23,0.0,12.0,-6.0,0.0,20.0,0
24,0.0,12.0,-7.0,0.0,20.0,0
25,1.0,12.0,-7.0,0.0,20.0,0
26,0.0,12.0,-8.0,0.0,20.0,0
27,0.0,12.0,-8.0,0.0,20.0,0
28,0.0,13.0,-9.0,0.0,20.0,0
29,0.0,12.0,-9.0,0.0,20.0,0
30,0.0,12.0,-10.0,0.0,20.0,0
31,0.0,12.0,-11.0,0.0,20.0,0
32,0.0,12.0,-11.0,0.0,20.0,0
33,0.0,12.0,-12.0,0.0,20.0,0
34,0.0,12.0,-12.0,0.0,20.0,0
35,0.0,12.0,-13.0,0.0,20.0,0
36,0.0,12.0,-14.0,0.0,20.0,0
37,0.0,12.0,-14.0,0.0,20.0,0
38,0.0,13.0,-15.0,0.0,20.0,0
39,0.0,12.0,-15.0,0.0,20.0,0
40,0.0,12.0,-16.0,0.0,20.0,0
41,0.0,12.0,-16.0,0.0,20.0,0
42,0.0,12.0,-17.0,0.0,20.0,0
43,0.0,12.0,-18.0,0.0,20.0,0
44,0.0,12.0,-18.0,0.0,20.0,0
45,0.0,12.0,-19.0,0.0,20.0,0
46,0.0,12.0,-20.0,0.0,20.0,0
47,0.0,12.0,-20.0,0.0,20.0,0
48,0.0,12.0,-21.0,0.0,20.0,0
49,0.0,12.0,-21.0,0.0,20.0,0
0,0.0,12.0,-22.0,18.94736842105263,20.0,1
1,3.0,16.0,-17.0,18.94736842105263,20.0,1
2,12.0,15.0,-12.0,18.94736842105263,20.0,1
3,16.0,16.0,-6.0,18.94736842105263,20.0,1
4,13.0,16.0,-6.0,18.94736842105263,20.0,1
5,13.0,15.0,-6.0,18.94736842105263,20.0,1
6,13.0,16.0,-7.0,18.94736842105263,20.0,1
7,14.0,16.0,-7.0,18.94736842105263,20.0,1
8,14.0,16.0,-7.0,18.94736842105263,20.0,1
9,13.0,15.0,-7.0,18.94736842105263,20.0,1
10,13.0,16.0,-8.0,18.94736842105263,20.0,1
11,14.0,16.0,-8.0,18.94736842105263,20.0,1
12,14.0,15.0,-8.0,18.94736842105263,20.0,1
13,13.0,16.0,-9.0,18.94736842105263,20.0,1
14,13.0,16.0,-9.0,18.94736842105263,20.0,1
15,14.0,15.0,-9.0,18.94736842105263,20.0,1
16,14.0,15.0,-10.0,18.94736842105263,20.0,1
17,14.0,16.0,-10.0,18.94736842105263,20.0,1
18,14.0,15.0,-10.0,18.94736842105263,20.0,1
19,14.0,16.0,-10.0,18.94736842105263,20.0,1
20,13.0,15.0,-11.0,18.94736842105263,20.0,1
21,14.0,16.0,-11.0,18.94736842105263,20.0,1
22,14.0,16.0,-11.0,18.94736842105263,20.0,1
23,14.0,16.0,-12.0,18.94736842105263,20.0,1
24,14.0,16.0,-12.0,18.94736842105263,20.0,1
25,14.0,16.0,-12.0,18.94736842105263,20.0,1
26,14.0,15.0,-12.0,18.94736842105263,20.0,1
27,14.0,16.0,-13.0,18.94736842105263,20.0,1
28,14.0,16.0,-13.0,18.94736842105263,20.0,1
29,13.0,16.0,-13.0,18.94736842105263,20.0,1
30,14.0,15.0,-14.0,18.94736842105263,20.0,1
31,13.0,16.0,-14.0,18.94736842105263,20.0,1
