,Estimated_Pitch,Estimated_Yaw,Estimated_Roll,Ordered_Pitch,Ordered_Yaw,Ordered_Roll,Theta,Gamma,Point_Index
0,12.0,0.0,-5.0,0.0,20.0,0.0,20.0,0.0,0.0
1,14.0,4.0,-4.0,0.0,20.0,0.0,20.0,0.0,0.0
2,19.0,10.0,2.0,0.0,20.0,0.0,20.0,0.0,0.0
3,20.0,11.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0
4,20.0,10.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0
5,20.0,10.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
6,20.0,9.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
7,20.0,8.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
8,20.0,7.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
9,20.0,6.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
10,20.0,6.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0
11,20.0,5.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0
12,20.0,4.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
13,20.0,3.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0
14,20.0,3.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
15,20.0,2.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
16,20.0,1.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
17,20.0,0.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
18,20.0,0.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
19,20.0,0.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
20,20.0,-1.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
21,20.0,-2.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
22,20.0,-3.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
23,20.0,-3.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
24,20.0,-4.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
25,20.0,-5.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
26,20.0,-6.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
27,20.0,-6.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
28,20.0,-7.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
29,20.0,-8.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
30,20.0,-9.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
31,20.0,-9.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
32,20.0,-10.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
33,20.0,-11.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
34,20.0,-12.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
35,20.0,-12.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
36,20.0,-13.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
37,20.0,-14.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
38,20.0,-14.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
39,20.0,-15.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
40,20.0,-16.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
41,20.0,-17.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
42,20.0,-17.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
43,20.0,-18.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
44,20.0,-19.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
45,20.0,-20.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
46,20.0,-20.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
47,20.0,-21.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
48,19.0,-22.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
49,20.0,-23.0,1.0,0.0,20.0,0.0,20.0,0.0,0.0
50,20.0,-24.0,1.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
51,21.0,49.0,10.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
52,23.0,51.0,9.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
53,23.0,55.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
54,25.0,52.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
55,26.0,51.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
56,26.0,50.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
57,26.0,50.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
58,26.0,49.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
59,26.0,49.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
60,26.0,48.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
61,26.0,47.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
62,26.0,47.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
63,26.0,46.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
64,26.0,45.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
65,26.0,45.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
66,26.0,44.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
67,26.0,43.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
68,26.0,43.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
69,26.0,42.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
70,26.0,42.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
71,26.0,41.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
72,26.0,41.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
73,26.0,40.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
74,26.0,39.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
75,26.0,39.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
76,26.0,38.0,16.0,-1.1215327438505533,18.874029284017166,-6.740006580722847,20.0,18.94736842105263,1.0
