,Roll,Pitch,Yaw,Gamma Ordered,Theta Ordered,point_index
0,-5.0,12.0,0.0,0.0,20.0,0
1,-4.0,14.0,4.0,0.0,20.0,0
2,2.0,19.0,10.0,0.0,20.0,0
3,0.0,20.0,11.0,0.0,20.0,0
4,0.0,20.0,10.0,0.0,20.0,0
5,1.0,20.0,10.0,0.0,20.0,0
6,1.0,20.0,9.0,0.0,20.0,0
7,1.0,20.0,8.0,0.0,20.0,0
8,1.0,20.0,7.0,0.0,20.0,0
9,1.0,20.0,6.0,0.0,20.0,0
10,0.0,20.0,6.0,0.0,20.0,0
11,0.0,20.0,5.0,0.0,20.0,0
12,1.0,20.0,4.0,0.0,20.0,0
13,0.0,20.0,3.0,0.0,20.0,0
14,1.0,20.0,3.0,0.0,20.0,0
15,1.0,20.0,2.0,0.0,20.0,0
16,1.0,20.0,1.0,0.0,20.0,0
17,1.0,20.0,0.0,0.0,20.0,0
18,1.0,20.0,0.0,0.0,20.0,0
19,1.0,20.0,0.0,0.0,20.0,0
20,1.0,20.0,-1.0,0.0,20.0,0
21,1.0,20.0,-2.0,0.0,20.0,0
22,1.0,20.0,-3.0,0.0,20.0,0
23,1.0,20.0,-3.0,0.0,20.0,0
24,1.0,20.0,-4.0,0.0,20.0,0
25,1.0,20.0,-5.0,0.0,20.0,0
26,1.0,20.0,-6.0,0.0,20.0,0
27,1.0,20.0,-6.0,0.0,20.0,0
28,1.0,20.0,-7.0,0.0,20.0,0
29,1.0,20.0,-8.0,0.0,20.0,0
30,1.0,20.0,-9.0,0.0,20.0,0
31,1.0,20.0,-9.0,0.0,20.0,0
32,1.0,20.0,-10.0,0.0,20.0,0
33,1.0,20.0,-11.0,0.0,20.0,0
34,1.0,20.0,-12.0,0.0,20.0,0
35,1.0,20.0,-12.0,0.0,20.0,0
36,1.0,20.0,-13.0,0.0,20.0,0
37,1.0,20.0,-14.0,0.0,20.0,0
38,1.0,20.0,-14.0,0.0,20.0,0
39,1.0,20.0,-15.0,0.0,20.0,0
40,1.0,20.0,-16.0,0.0,20.0,0
41,1.0,20.0,-17.0,0.0,20.0,0
42,1.0,20.0,-17.0,0.0,20.0,0
43,1.0,20.0,-18.0,0.0,20.0,0
44,1.0,20.0,-19.0,0.0,20.0,0
45,1.0,20.0,-20.0,0.0,20.0,0
46,1.0,20.0,-20.0,0.0,20.0,0
47,1.0,20.0,-21.0,0.0,20.0,0
48,1.0,19.0,-22.0,0.0,20.0,0
49,1.0,20.0,-23.0,0.0,20.0,0
0,1.0,20.0,-24.0,18.94736842105263,20.0,1
1,10.0,21.0,49.0,18.94736842105263,20.0,1
2,9.0,23.0,51.0,18.94736842105263,20.0,1
3,16.0,23.0,55.0,18.94736842105263,20.0,1
4,16.0,25.0,52.0,18.94736842105263,20.0,1
5,16.0,26.0,51.0,18.94736842105263,20.0,1
6,16.0,26.0,50.0,18.94736842105263,20.0,1
7,16.0,26.0,50.0,18.94736842105263,20.0,1
8,16.0,26.0,49.0,18.94736842105263,20.0,1
9,16.0,26.0,49.0,18.94736842105263,20.0,1
10,16.0,26.0,48.0,18.94736842105263,20.0,1
11,16.0,26.0,47.0,18.94736842105263,20.0,1
12,16.0,26.0,47.0,18.94736842105263,20.0,1
13,16.0,26.0,46.0,18.94736842105263,20.0,1
14,16.0,26.0,45.0,18.94736842105263,20.0,1
15,16.0,26.0,45.0,18.94736842105263,20.0,1
16,16.0,26.0,44.0,18.94736842105263,20.0,1
17,16.0,26.0,43.0,18.94736842105263,20.0,1
18,16.0,26.0,43.0,18.94736842105263,20.0,1
19,16.0,26.0,42.0,18.94736842105263,20.0,1
20,16.0,26.0,42.0,18.94736842105263,20.0,1
21,16.0,26.0,41.0,18.94736842105263,20.0,1
22,16.0,26.0,41.0,18.94736842105263,20.0,1
23,16.0,26.0,40.0,18.94736842105263,20.0,1
24,16.0,26.0,39.0,18.94736842105263,20.0,1
25,16.0,26.0,39.0,18.94736842105263,20.0,1
26,16.0,26.0,38.0,18.94736842105263,20.0,1
27,16.0,26.0,38.0,18.94736842105263,20.0,1
28,16.0,26.0,37.0,18.94736842105263,20.0,1
29,16.0,26.0,37.0,18.94736842105263,20.0,1
30,16.0,26.0,36.0,18.94736842105263,20.0,1
31,16.0,26.0,36.0,18.94736842105263,20.0,1
32,16.0,26.0,35.0,18.94736842105263,20.0,1
33,16.0,26.0,35.0,18.94736842105263,20.0,1
34,16.0,26.0,34.0,18.94736842105263,20.0,1
35,16.0,26.0,34.0,18.94736842105263,20.0,1
36,16.0,26.0,33.0,18.94736842105263,20.0,1
37,16.0,26.0,32.0,18.94736842105263,20.0,1
38,17.0,26.0,32.0,18.94736842105263,20.0,1
39,16.0,26.0,31.0,18.94736842105263,20.0,1
40,16.0,26.0,31.0,18.94736842105263,20.0,1
41,16.0,26.0,30.0,18.94736842105263,20.0,1
42,16.0,26.0,30.0,18.94736842105263,20.0,1
43,16.0,26.0,29.0,18.94736842105263,20.0,1
44,16.0,26.0,29.0,18.94736842105263,20.0,1
45,16.0,26.0,28.0,18.94736842105263,20.0,1
46,16.0,26.0,28.0,18.94736842105263,20.0,1
47,16.0,26.0,27.0,18.94736842105263,20.0,1
48,16.0,26.0,27.0,18.94736842105263,20.0,1
49,16.0,26.0,26.0,18.94736842105263,20.0,1
0,16.0,26.0,26.0,37.89473684210526,20.0,2
1,21.0,26.0,30.0,37.89473684210526,20.0,2
