,Roll,Pitch,Yaw,Gamma Ordered,Theta Ordered,point_index
0,8.0,11.0,0.0,0.0,20.0,0
1,17.0,9.0,4.0,0.0,20.0,0
2,11.0,15.0,5.0,0.0,20.0,0
3,19.0,18.0,13.0,0.0,20.0,0
4,19.0,17.0,14.0,0.0,20.0,0
5,18.0,18.0,15.0,0.0,20.0,0
6,18.0,17.0,15.0,0.0,20.0,0
7,18.0,17.0,16.0,0.0,20.0,0
8,18.0,17.0,17.0,0.0,20.0,0
9,18.0,17.0,18.0,0.0,20.0,0
10,18.0,17.0,19.0,0.0,20.0,0
11,18.0,17.0,19.0,0.0,20.0,0
12,18.0,17.0,20.0,0.0,20.0,0
13,18.0,18.0,21.0,0.0,20.0,0
14,18.0,18.0,22.0,0.0,20.0,0
15,18.0,18.0,22.0,0.0,20.0,0
16,18.0,18.0,23.0,0.0,20.0,0
17,18.0,18.0,24.0,0.0,20.0,0
18,18.0,18.0,25.0,0.0,20.0,0
19,18.0,18.0,26.0,0.0,20.0,0
20,18.0,18.0,26.0,0.0,20.0,0
21,18.0,17.0,27.0,0.0,20.0,0
22,18.0,18.0,28.0,0.0,20.0,0
23,18.0,18.0,29.0,0.0,20.0,0
24,18.0,18.0,29.0,0.0,20.0,0
25,18.0,18.0,30.0,0.0,20.0,0
26,18.0,18.0,31.0,0.0,20.0,0
27,18.0,18.0,32.0,0.0,20.0,0
28,18.0,17.0,32.0,0.0,20.0,0
29,18.0,18.0,33.0,0.0,20.0,0
30,18.0,18.0,34.0,0.0,20.0,0
31,18.0,18.0,35.0,0.0,20.0,0
32,18.0,18.0,35.0,0.0,20.0,0
33,18.0,17.0,36.0,0.0,20.0,0
34,18.0,18.0,37.0,0.0,20.0,0
35,18.0,18.0,38.0,0.0,20.0,0
36,18.0,18.0,38.0,0.0,20.0,0
37,18.0,18.0,39.0,0.0,20.0,0
38,18.0,18.0,40.0,0.0,20.0,0
39,18.0,17.0,40.0,0.0,20.0,0
40,18.0,18.0,41.0,0.0,20.0,0
41,18.0,18.0,42.0,0.0,20.0,0
42,18.0,18.0,43.0,0.0,20.0,0
43,18.0,18.0,43.0,0.0,20.0,0
44,18.0,18.0,44.0,0.0,20.0,0
45,18.0,18.0,45.0,0.0,20.0,0
46,18.0,17.0,46.0,0.0,20.0,0
47,18.0,18.0,46.0,0.0,20.0,0
48,18.0,17.0,47.0,0.0,20.0,0
49,18.0,18.0,48.0,0.0,20.0,0
0,18.0,18.0,49.0,18.94736842105263,20.0,1
1,18.0,18.0,50.0,18.94736842105263,20.0,1
2,21.0,20.0,53.0,18.94736842105263,20.0,1
3,29.0,27.0,54.0,18.94736842105263,20.0,1
4,29.0,23.0,56.0,18.94736842105263,20.0,1
5,28.0,24.0,57.0,18.94736842105263,20.0,1
6,28.0,24.0,58.0,18.94736842105263,20.0,1
7,28.0,24.0,58.0,18.94736842105263,20.0,1
8,28.0,24.0,59.0,18.94736842105263,20.0,1
9,28.0,24.0,60.0,18.94736842105263,20.0,1
10,28.0,24.0,60.0,18.94736842105263,20.0,1
11,28.0,24.0,61.0,18.94736842105263,20.0,1
12,28.0,24.0,61.0,18.94736842105263,20.0,1
13,28.0,24.0,62.0,18.94736842105263,20.0,1
14,28.0,24.0,63.0,18.94736842105263,20.0,1
15,28.0,24.0,63.0,18.94736842105263,20.0,1
16,28.0,24.0,64.0,18.94736842105263,20.0,1
17,29.0,24.0,64.0,18.94736842105263,20.0,1
18,28.0,24.0,65.0,18.94736842105263,20.0,1
19,29.0,24.0,66.0,18.94736842105263,20.0,1
20,28.0,24.0,66.0,18.94736842105263,20.0,1
21,28.0,24.0,67.0,18.94736842105263,20.0,1
22,28.0,24.0,67.0,18.94736842105263,20.0,1
23,29.0,24.0,68.0,18.94736842105263,20.0,1
24,28.0,24.0,68.0,18.94736842105263,20.0,1
25,29.0,24.0,69.0,18.94736842105263,20.0,1
26,29.0,24.0,69.0,18.94736842105263,20.0,1
27,29.0,24.0,70.0,18.94736842105263,20.0,1
28,28.0,24.0,70.0,18.94736842105263,20.0,1
29,28.0,24.0,71.0,18.94736842105263,20.0,1
30,28.0,24.0,72.0,18.94736842105263,20.0,1
31,29.0,24.0,72.0,18.94736842105263,20.0,1
32,29.0,24.0,73.0,18.94736842105263,20.0,1
33,29.0,24.0,73.0,18.94736842105263,20.0,1
34,28.0,25.0,74.0,18.94736842105263,20.0,1
35,29.0,24.0,74.0,18.94736842105263,20.0,1
36,29.0,24.0,75.0,18.94736842105263,20.0,1
37,29.0,24.0,75.0,18.94736842105263,20.0,1
38,28.0,24.0,76.0,18.94736842105263,20.0,1
39,28.0,25.0,76.0,18.94736842105263,20.0,1
40,29.0,24.0,77.0,18.94736842105263,20.0,1
41,28.0,25.0,78.0,18.94736842105263,20.0,1
42,28.0,24.0,78.0,18.94736842105263,20.0,1
43,28.0,25.0,79.0,18.94736842105263,20.0,1
44,29.0,24.0,79.0,18.94736842105263,20.0,1
45,29.0,25.0,80.0,18.94736842105263,20.0,1
46,28.0,24.0,80.0,18.94736842105263,20.0,1
47,29.0,24.0,81.0,18.94736842105263,20.0,1
48,29.0,25.0,81.0,18.94736842105263,20.0,1
49,29.0,24.0,82.0,18.94736842105263,20.0,1
0,29.0,24.0,83.0,37.89473684210526,20.0,2
1,27.0,25.0,86.0,37.89473684210526,20.0,2
2,37.0,24.0,92.0,37.89473684210526,20.0,2
3,38.0,23.0,93.0,37.89473684210526,20.0,2
4,38.0,23.0,94.0,37.89473684210526,20.0,2
5,38.0,23.0,95.0,37.89473684210526,20.0,2
6,38.0,23.0,95.0,37.89473684210526,20.0,2
7,38.0,23.0,96.0,37.89473684210526,20.0,2
8,38.0,23.0,97.0,37.89473684210526,20.0,2
9,38.0,23.0,97.0,37.89473684210526,20.0,2
10,38.0,23.0,98.0,37.89473684210526,20.0,2
11,38.0,23.0,99.0,37.89473684210526,20.0,2
12,38.0,23.0,99.0,37.89473684210526,20.0,2
13,38.0,23.0,100.0,37.89473684210526,20.0,2
14,38.0,23.0,100.0,37.89473684210526,20.0,2
15,38.0,23.0,101.0,37.89473684210526,20.0,2
16,38.0,23.0,102.0,37.89473684210526,20.0,2
17,38.0,23.0,102.0,37.89473684210526,20.0,2
18,38.0,23.0,103.0,37.89473684210526,20.0,2
19,38.0,23.0,103.0,37.89473684210526,20.0,2
20,38.0,23.0,104.0,37.89473684210526,20.0,2
21,38.0,23.0,104.0,37.89473684210526,20.0,2
22,38.0,23.0,105.0,37.89473684210526,20.0,2
23,38.0,23.0,105.0,37.89473684210526,20.0,2
24,38.0,23.0,106.0,37.89473684210526,20.0,2
25,38.0,23.0,107.0,37.89473684210526,20.0,2
26,38.0,23.0,107.0,37.89473684210526,20.0,2
27,38.0,23.0,108.0,37.89473684210526,20.0,2
28,38.0,23.0,108.0,37.89473684210526,20.0,2
29,38.0,23.0,109.0,37.89473684210526,20.0,2
30,38.0,23.0,109.0,37.89473684210526,20.0,2
31,38.0,23.0,110.0,37.89473684210526,20.0,2
32,38.0,23.0,110.0,37.89473684210526,20.0,2
33,38.0,23.0,111.0,37.89473684210526,20.0,2
34,38.0,23.0,112.0,37.89473684210526,20.0,2
35,38.0,23.0,112.0,37.89473684210526,20.0,2
36,38.0,23.0,113.0,37.89473684210526,20.0,2
37,38.0,23.0,113.0,37.89473684210526,20.0,2
38,38.0,23.0,114.0,37.89473684210526,20.0,2
39,38.0,23.0,115.0,37.89473684210526,20.0,2
40,38.0,23.0,115.0,37.89473684210526,20.0,2
41,38.0,23.0,116.0,37.89473684210526,20.0,2
42,38.0,23.0,116.0,37.89473684210526,20.0,2
43,38.0,23.0,117.0,37.89473684210526,20.0,2
44,38.0,23.0,117.0,37.89473684210526,20.0,2
45,38.0,23.0,118.0,37.89473684210526,20.0,2
46,38.0,23.0,118.0,37.89473684210526,20.0,2
47,38.0,23.0,119.0,37.89473684210526,20.0,2
48,38.0,23.0,120.0,37.89473684210526,20.0,2
49,38.0,23.0,120.0,37.89473684210526,20.0,2
0,38.0,23.0,121.0,56.84210526315789,20.0,3
1,41.0,21.0,127.0,56.84210526315789,20.0,3
2,41.0,23.0,129.0,56.84210526315789,20.0,3
3,43.0,22.0,130.0,56.84210526315789,20.0,3
4,42.0,22.0,130.0,56.84210526315789,20.0,3
5,42.0,22.0,131.0,56.84210526315789,20.0,3
6,42.0,22.0,131.0,56.84210526315789,20.0,3
7,42.0,22.0,131.0,56.84210526315789,20.0,3
8,42.0,22.0,132.0,56.84210526315789,20.0,3
9,42.0,22.0,132.0,56.84210526315789,20.0,3
10,42.0,22.0,133.0,56.84210526315789,20.0,3
11,42.0,22.0,133.0,56.84210526315789,20.0,3
12,42.0,22.0,134.0,56.84210526315789,20.0,3
13,42.0,22.0,134.0,56.84210526315789,20.0,3
14,42.0,22.0,135.0,56.84210526315789,20.0,3
15,42.0,22.0,135.0,56.84210526315789,20.0,3
16,42.0,22.0,135.0,56.84210526315789,20.0,3
17,42.0,22.0,136.0,56.84210526315789,20.0,3
18,42.0,22.0,136.0,56.84210526315789,20.0,3
19,42.0,22.0,137.0,56.84210526315789,20.0,3
