,Roll,Pitch,Yaw,Gamma Ordered,Theta Ordered,point_index
0,-16.0,17.0,0.0,0.0,50.0,0
1,-15.0,19.0,0.0,0.0,50.0,0
2,-15.0,22.0,0.0,0.0,50.0,0
3,-9.0,23.0,2.0,0.0,50.0,0
4,-6.0,22.0,2.0,0.0,50.0,0
5,-2.0,25.0,3.0,0.0,50.0,0
6,1.0,28.0,3.0,0.0,50.0,0
7,6.0,30.0,3.0,0.0,50.0,0
8,6.0,31.0,4.0,0.0,50.0,0
9,6.0,30.0,4.0,0.0,50.0,0
10,9.0,31.0,5.0,0.0,50.0,0
11,8.0,31.0,5.0,0.0,50.0,0
12,8.0,31.0,5.0,0.0,50.0,0
13,8.0,31.0,5.0,0.0,50.0,0
14,8.0,31.0,5.0,0.0,50.0,0
15,8.0,31.0,5.0,0.0,50.0,0
16,8.0,31.0,4.0,0.0,50.0,0
17,8.0,31.0,4.0,0.0,50.0,0
18,8.0,31.0,4.0,0.0,50.0,0
19,8.0,31.0,4.0,0.0,50.0,0
20,8.0,32.0,4.0,0.0,50.0,0
21,8.0,31.0,4.0,0.0,50.0,0
22,8.0,31.0,4.0,0.0,50.0,0
23,9.0,31.0,4.0,0.0,50.0,0
24,8.0,31.0,4.0,0.0,50.0,0
25,8.0,31.0,4.0,0.0,50.0,0
26,8.0,31.0,4.0,0.0,50.0,0
27,9.0,31.0,4.0,0.0,50.0,0
28,8.0,31.0,4.0,0.0,50.0,0
29,8.0,31.0,4.0,0.0,50.0,0
30,8.0,31.0,4.0,0.0,50.0,0
31,8.0,31.0,4.0,0.0,50.0,0
32,8.0,31.0,4.0,0.0,50.0,0
33,8.0,31.0,4.0,0.0,50.0,0
34,8.0,31.0,4.0,0.0,50.0,0
35,8.0,31.0,4.0,0.0,50.0,0
36,8.0,31.0,4.0,0.0,50.0,0
37,8.0,31.0,3.0,0.0,50.0,0
38,8.0,31.0,3.0,0.0,50.0,0
39,8.0,31.0,3.0,0.0,50.0,0
40,8.0,31.0,3.0,0.0,50.0,0
41,8.0,31.0,3.0,0.0,50.0,0
42,9.0,31.0,4.0,0.0,50.0,0
43,8.0,31.0,4.0,0.0,50.0,0
44,9.0,31.0,4.0,0.0,50.0,0
45,9.0,31.0,4.0,0.0,50.0,0
46,9.0,31.0,4.0,0.0,50.0,0
47,9.0,31.0,4.0,0.0,50.0,0
48,9.0,31.0,3.0,0.0,50.0,0
49,9.0,31.0,3.0,0.0,50.0,0
0,8.0,31.0,3.0,18.94736842105263,50.0,1
1,11.0,33.0,3.0,18.94736842105263,50.0,1
2,14.0,34.0,4.0,18.94736842105263,50.0,1
3,17.0,31.0,5.0,18.94736842105263,50.0,1
4,18.0,31.0,5.0,18.94736842105263,50.0,1
5,24.0,30.0,6.0,18.94736842105263,50.0,1
6,28.0,28.0,7.0,18.94736842105263,50.0,1
7,29.0,27.0,7.0,18.94736842105263,50.0,1
8,28.0,27.0,8.0,18.94736842105263,50.0,1
9,35.0,23.0,9.0,18.94736842105263,50.0,1
10,33.0,25.0,9.0,18.94736842105263,50.0,1
11,33.0,25.0,9.0,18.94736842105263,50.0,1
12,34.0,25.0,9.0,18.94736842105263,50.0,1
13,34.0,25.0,9.0,18.94736842105263,50.0,1
14,34.0,25.0,9.0,18.94736842105263,50.0,1
15,34.0,25.0,9.0,18.94736842105263,50.0,1
16,34.0,25.0,9.0,18.94736842105263,50.0,1
17,34.0,25.0,9.0,18.94736842105263,50.0,1
18,34.0,25.0,9.0,18.94736842105263,50.0,1
19,34.0,25.0,9.0,18.94736842105263,50.0,1
20,34.0,25.0,9.0,18.94736842105263,50.0,1
21,34.0,25.0,9.0,18.94736842105263,50.0,1
22,34.0,25.0,9.0,18.94736842105263,50.0,1
23,34.0,25.0,9.0,18.94736842105263,50.0,1
24,34.0,25.0,9.0,18.94736842105263,50.0,1
25,34.0,25.0,9.0,18.94736842105263,50.0,1
26,34.0,25.0,9.0,18.94736842105263,50.0,1
27,34.0,25.0,9.0,18.94736842105263,50.0,1
28,34.0,25.0,9.0,18.94736842105263,50.0,1
29,34.0,25.0,9.0,18.94736842105263,50.0,1
30,34.0,25.0,9.0,18.94736842105263,50.0,1
31,34.0,25.0,9.0,18.94736842105263,50.0,1
32,34.0,25.0,9.0,18.94736842105263,50.0,1
33,34.0,25.0,9.0,18.94736842105263,50.0,1
34,34.0,25.0,9.0,18.94736842105263,50.0,1
35,34.0,25.0,9.0,18.94736842105263,50.0,1
36,34.0,25.0,9.0,18.94736842105263,50.0,1
