,Estimated_Pitch,Estimated_Yaw,Estimated_Roll,Ordered_Pitch,Ordered_Yaw,Ordered_Roll,Theta,Gamma,Point_Index
0,8.0,0.0,7.0,0.0,50.0,0.0,50.0,0.0,0.0
1,13.0,0.0,7.0,0.0,50.0,0.0,50.0,0.0,0.0
2,14.0,0.0,11.0,0.0,50.0,0.0,50.0,0.0,0.0
3,13.0,-3.0,15.0,0.0,50.0,0.0,50.0,0.0,0.0
4,15.0,-3.0,16.0,0.0,50.0,0.0,50.0,0.0,0.0
5,18.0,-4.0,15.0,0.0,50.0,0.0,50.0,0.0,0.0
6,24.0,-4.0,19.0,0.0,50.0,0.0,50.0,0.0,0.0
7,22.0,-4.0,23.0,0.0,50.0,0.0,50.0,0.0,0.0
8,23.0,-4.0,23.0,0.0,50.0,0.0,50.0,0.0,0.0
9,23.0,-4.0,23.0,0.0,50.0,0.0,50.0,0.0,0.0
10,23.0,-4.0,23.0,0.0,50.0,0.0,50.0,0.0,0.0
11,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
12,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
13,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
14,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
15,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
16,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
17,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
18,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
19,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
20,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
21,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
22,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
23,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
24,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
25,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
26,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
27,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
28,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
29,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
30,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
31,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
32,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
33,23.0,-3.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
34,23.0,-2.0,24.0,0.0,50.0,0.0,50.0,0.0,0.0
