,Estimated_Pitch,Estimated_Yaw,Estimated_Roll,Ordered_Pitch,Ordered_Yaw,Ordered_Roll,Theta,Gamma,Point_Index
0,17.0,0.0,2.0,0.0,50.0,0.0,50.0,0.0,0.0
1,21.0,0.0,4.0,0.0,50.0,0.0,50.0,0.0,0.0
2,16.0,1.0,6.0,0.0,50.0,0.0,50.0,0.0,0.0
3,22.0,1.0,12.0,0.0,50.0,0.0,50.0,0.0,0.0
4,26.0,2.0,13.0,0.0,50.0,0.0,50.0,0.0,0.0
5,28.0,3.0,20.0,0.0,50.0,0.0,50.0,0.0,0.0
6,27.0,3.0,23.0,0.0,50.0,0.0,50.0,0.0,0.0
7,26.0,3.0,23.0,0.0,50.0,0.0,50.0,0.0,0.0
8,28.0,3.0,26.0,0.0,50.0,0.0,50.0,0.0,0.0
9,28.0,3.0,26.0,0.0,50.0,0.0,50.0,0.0,0.0
10,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
11,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
12,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
13,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
14,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
15,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
16,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
17,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
18,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
19,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
20,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
21,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
22,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
23,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
24,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
25,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
26,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
27,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
28,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
29,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
30,28.0,3.0,28.0,0.0,50.0,0.0,50.0,0.0,0.0
31,28.0,3.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
32,28.0,2.0,28.0,0.0,50.0,0.0,50.0,0.0,0.0
33,28.0,2.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
34,28.0,2.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
35,28.0,2.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
36,28.0,2.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
37,28.0,2.0,28.0,0.0,50.0,0.0,50.0,0.0,0.0
38,28.0,2.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
39,28.0,2.0,28.0,0.0,50.0,0.0,50.0,0.0,0.0
40,28.0,2.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
41,28.0,2.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
42,28.0,2.0,28.0,0.0,50.0,0.0,50.0,0.0,0.0
43,28.0,2.0,28.0,0.0,50.0,0.0,50.0,0.0,0.0
44,28.0,2.0,28.0,0.0,50.0,0.0,50.0,0.0,0.0
45,28.0,2.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
46,28.0,2.0,28.0,0.0,50.0,0.0,50.0,0.0,0.0
47,28.0,2.0,28.0,0.0,50.0,0.0,50.0,0.0,0.0
48,28.0,2.0,27.0,0.0,50.0,0.0,50.0,0.0,0.0
49,28.0,2.0,28.0,0.0,50.0,0.0,50.0,0.0,0.0
50,28.0,2.0,28.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
51,27.0,2.0,30.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
52,29.0,3.0,31.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
53,28.0,4.0,36.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
54,27.0,5.0,39.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
55,29.0,6.0,36.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
56,26.0,7.0,40.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
57,24.0,8.0,44.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
58,23.0,9.0,46.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
59,23.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
60,23.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
61,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
62,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
63,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
64,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
65,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
66,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
67,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
68,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
69,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
70,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
71,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
72,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
73,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
74,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
75,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
76,23.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
77,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
78,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
79,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
80,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
81,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
82,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
83,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
84,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
85,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
86,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
87,23.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
88,24.0,9.0,47.0,-9.158444694108637,46.43043194849842,-21.154531811558837,50.0,18.94736842105263,1.0
