,Roll,Pitch,Yaw,Gamma Ordered,Theta Ordered,point_index
0,0.0,0.0,0.0,0.0,50.0,0
1,0.0,3.0,0.0,0.0,50.0,0
2,1.0,3.0,0.0,0.0,50.0,0
3,7.0,4.0,0.0,0.0,50.0,0
4,10.0,5.0,2.0,0.0,50.0,0
5,14.0,12.0,2.0,0.0,50.0,0
6,18.0,15.0,2.0,0.0,50.0,0
7,18.0,13.0,2.0,0.0,50.0,0
8,22.0,16.0,3.0,0.0,50.0,0
9,22.0,15.0,3.0,0.0,50.0,0
10,24.0,16.0,4.0,0.0,50.0,0
11,24.0,16.0,4.0,0.0,50.0,0
12,24.0,16.0,4.0,0.0,50.0,0
13,24.0,16.0,4.0,0.0,50.0,0
14,24.0,16.0,4.0,0.0,50.0,0
15,24.0,16.0,4.0,0.0,50.0,0
16,24.0,16.0,4.0,0.0,50.0,0
17,24.0,16.0,4.0,0.0,50.0,0
18,24.0,16.0,4.0,0.0,50.0,0
19,24.0,16.0,4.0,0.0,50.0,0
20,24.0,16.0,4.0,0.0,50.0,0
21,24.0,16.0,5.0,0.0,50.0,0
22,24.0,16.0,5.0,0.0,50.0,0
23,24.0,16.0,5.0,0.0,50.0,0
24,24.0,16.0,5.0,0.0,50.0,0
25,24.0,16.0,5.0,0.0,50.0,0
26,24.0,16.0,5.0,0.0,50.0,0
27,24.0,16.0,5.0,0.0,50.0,0
28,24.0,16.0,5.0,0.0,50.0,0
29,24.0,16.0,5.0,0.0,50.0,0
30,24.0,16.0,5.0,0.0,50.0,0
31,24.0,16.0,5.0,0.0,50.0,0
32,24.0,16.0,5.0,0.0,50.0,0
33,24.0,16.0,5.0,0.0,50.0,0
34,24.0,16.0,5.0,0.0,50.0,0
35,24.0,16.0,5.0,0.0,50.0,0
36,24.0,16.0,5.0,0.0,50.0,0
37,24.0,16.0,5.0,0.0,50.0,0
38,24.0,16.0,5.0,0.0,50.0,0
39,24.0,16.0,5.0,0.0,50.0,0
40,24.0,16.0,5.0,0.0,50.0,0
41,24.0,16.0,5.0,0.0,50.0,0
42,24.0,16.0,5.0,0.0,50.0,0
43,24.0,16.0,6.0,0.0,50.0,0
44,24.0,16.0,6.0,0.0,50.0,0
45,24.0,16.0,6.0,0.0,50.0,0
46,24.0,16.0,6.0,0.0,50.0,0
47,24.0,16.0,6.0,0.0,50.0,0
48,24.0,16.0,6.0,0.0,50.0,0
49,24.0,16.0,6.0,0.0,50.0,0
0,25.0,16.0,6.0,18.94736842105263,50.0,1
1,24.0,20.0,6.0,18.94736842105263,50.0,1
2,27.0,16.0,5.0,18.94736842105263,50.0,1
3,29.0,20.0,6.0,18.94736842105263,50.0,1
4,32.0,21.0,6.0,18.94736842105263,50.0,1
5,31.0,20.0,6.0,18.94736842105263,50.0,1
6,30.0,22.0,6.0,18.94736842105263,50.0,1
7,31.0,20.0,6.0,18.94736842105263,50.0,1
8,32.0,20.0,6.0,18.94736842105263,50.0,1
9,33.0,20.0,6.0,18.94736842105263,50.0,1
10,31.0,21.0,6.0,18.94736842105263,50.0,1
11,31.0,21.0,6.0,18.94736842105263,50.0,1
12,31.0,21.0,6.0,18.94736842105263,50.0,1
13,31.0,21.0,6.0,18.94736842105263,50.0,1
14,33.0,24.0,5.0,18.94736842105263,50.0,1
15,31.0,22.0,5.0,18.94736842105263,50.0,1
16,30.0,22.0,5.0,18.94736842105263,50.0,1
17,30.0,22.0,5.0,18.94736842105263,50.0,1
18,30.0,21.0,6.0,18.94736842105263,50.0,1
19,33.0,19.0,6.0,18.94736842105263,50.0,1
20,34.0,21.0,6.0,18.94736842105263,50.0,1
21,31.0,20.0,6.0,18.94736842105263,50.0,1
22,32.0,19.0,6.0,18.94736842105263,50.0,1
23,33.0,22.0,6.0,18.94736842105263,50.0,1
24,39.0,16.0,9.0,18.94736842105263,50.0,1
25,35.0,22.0,10.0,18.94736842105263,50.0,1
26,32.0,23.0,10.0,18.94736842105263,50.0,1
27,32.0,21.0,10.0,18.94736842105263,50.0,1
28,32.0,21.0,10.0,18.94736842105263,50.0,1
29,32.0,21.0,10.0,18.94736842105263,50.0,1
