,Roll,Pitch,Yaw,Gamma Ordered,Theta Ordered,point_index
0,-6.0,15.0,0.0,0.0,50.0,0
1,1.0,22.0,26.0,0.0,50.0,0
2,12.0,37.0,61.0,0.0,50.0,0
3,18.0,31.0,70.0,0.0,50.0,0
4,18.0,32.0,69.0,0.0,50.0,0
5,18.0,32.0,46.0,0.0,50.0,0
6,19.0,32.0,56.0,0.0,50.0,0
7,17.0,31.0,54.0,0.0,50.0,0
8,19.0,34.0,126.0,0.0,50.0,0
9,20.0,32.0,133.0,0.0,50.0,0
10,20.0,31.0,132.0,0.0,50.0,0
11,20.0,31.0,130.0,0.0,50.0,0
12,20.0,31.0,128.0,0.0,50.0,0
13,20.0,31.0,126.0,0.0,50.0,0
14,20.0,31.0,124.0,0.0,50.0,0
15,20.0,31.0,122.0,0.0,50.0,0
16,20.0,31.0,120.0,0.0,50.0,0
17,20.0,31.0,118.0,0.0,50.0,0
18,20.0,31.0,116.0,0.0,50.0,0
19,20.0,31.0,114.0,0.0,50.0,0
20,20.0,31.0,112.0,0.0,50.0,0
21,20.0,31.0,110.0,0.0,50.0,0
22,20.0,31.0,108.0,0.0,50.0,0
23,20.0,31.0,106.0,0.0,50.0,0
24,20.0,31.0,104.0,0.0,50.0,0
25,20.0,31.0,102.0,0.0,50.0,0
26,20.0,31.0,100.0,0.0,50.0,0
27,20.0,31.0,99.0,0.0,50.0,0
28,20.0,31.0,97.0,0.0,50.0,0
29,20.0,31.0,95.0,0.0,50.0,0
30,20.0,31.0,93.0,0.0,50.0,0
31,20.0,31.0,91.0,0.0,50.0,0
32,20.0,31.0,89.0,0.0,50.0,0
33,20.0,31.0,87.0,0.0,50.0,0
34,20.0,31.0,85.0,0.0,50.0,0
35,20.0,31.0,84.0,0.0,50.0,0
36,20.0,31.0,82.0,0.0,50.0,0
37,20.0,31.0,80.0,0.0,50.0,0
38,19.0,31.0,78.0,0.0,50.0,0
39,20.0,31.0,76.0,0.0,50.0,0
40,20.0,31.0,75.0,0.0,50.0,0
41,20.0,31.0,73.0,0.0,50.0,0
42,20.0,31.0,71.0,0.0,50.0,0
43,20.0,31.0,69.0,0.0,50.0,0
44,20.0,31.0,68.0,0.0,50.0,0
45,20.0,31.0,66.0,0.0,50.0,0
46,20.0,31.0,64.0,0.0,50.0,0
47,20.0,31.0,62.0,0.0,50.0,0
48,20.0,31.0,60.0,0.0,50.0,0
49,20.0,31.0,58.0,0.0,50.0,0
0,20.0,31.0,57.0,18.94736842105263,50.0,1
1,28.0,31.0,97.0,18.94736842105263,50.0,1
2,37.0,27.0,126.0,18.94736842105263,50.0,1
3,41.0,27.0,143.0,18.94736842105263,50.0,1
4,42.0,27.0,143.0,18.94736842105263,50.0,1
5,42.0,27.0,143.0,18.94736842105263,50.0,1
6,42.0,27.0,142.0,18.94736842105263,50.0,1
7,42.0,27.0,142.0,18.94736842105263,50.0,1
8,42.0,27.0,142.0,18.94736842105263,50.0,1
9,42.0,27.0,141.0,18.94736842105263,50.0,1
10,42.0,27.0,140.0,18.94736842105263,50.0,1
11,42.0,27.0,140.0,18.94736842105263,50.0,1
12,42.0,27.0,139.0,18.94736842105263,50.0,1
13,42.0,27.0,139.0,18.94736842105263,50.0,1
14,42.0,27.0,138.0,18.94736842105263,50.0,1
15,42.0,27.0,137.0,18.94736842105263,50.0,1
16,42.0,27.0,137.0,18.94736842105263,50.0,1
17,42.0,27.0,136.0,18.94736842105263,50.0,1
18,42.0,27.0,135.0,18.94736842105263,50.0,1
19,42.0,27.0,135.0,18.94736842105263,50.0,1
20,42.0,27.0,134.0,18.94736842105263,50.0,1
21,42.0,27.0,133.0,18.94736842105263,50.0,1
22,42.0,27.0,133.0,18.94736842105263,50.0,1
23,43.0,27.0,132.0,18.94736842105263,50.0,1
24,42.0,27.0,131.0,18.94736842105263,50.0,1
25,42.0,27.0,131.0,18.94736842105263,50.0,1
26,42.0,27.0,130.0,18.94736842105263,50.0,1
27,42.0,27.0,129.0,18.94736842105263,50.0,1
28,42.0,27.0,128.0,18.94736842105263,50.0,1
29,42.0,27.0,128.0,18.94736842105263,50.0,1
30,42.0,27.0,127.0,18.94736842105263,50.0,1
31,42.0,27.0,126.0,18.94736842105263,50.0,1
32,42.0,27.0,125.0,18.94736842105263,50.0,1
33,42.0,27.0,125.0,18.94736842105263,50.0,1
34,42.0,27.0,124.0,18.94736842105263,50.0,1
35,42.0,27.0,123.0,18.94736842105263,50.0,1
36,42.0,27.0,122.0,18.94736842105263,50.0,1
37,42.0,27.0,121.0,18.94736842105263,50.0,1
38,43.0,27.0,121.0,18.94736842105263,50.0,1
39,42.0,27.0,120.0,18.94736842105263,50.0,1
40,42.0,27.0,119.0,18.94736842105263,50.0,1
41,42.0,27.0,118.0,18.94736842105263,50.0,1
42,42.0,27.0,117.0,18.94736842105263,50.0,1
43,42.0,27.0,117.0,18.94736842105263,50.0,1
44,42.0,27.0,116.0,18.94736842105263,50.0,1
45,43.0,27.0,115.0,18.94736842105263,50.0,1
46,43.0,27.0,114.0,18.94736842105263,50.0,1
47,42.0,27.0,113.0,18.94736842105263,50.0,1
48,42.0,27.0,113.0,18.94736842105263,50.0,1
49,42.0,27.0,112.0,18.94736842105263,50.0,1
0,42.0,27.0,111.0,37.89473684210526,50.0,2
1,49.0,22.0,154.0,37.89473684210526,50.0,2
