,Roll,Pitch,Yaw,Gamma Ordered,Theta Ordered,point_index
0,7.0,8.0,0.0,0.0,50.0,0
1,7.0,13.0,0.0,0.0,50.0,0
2,11.0,14.0,0.0,0.0,50.0,0
3,15.0,13.0,-3.0,0.0,50.0,0
4,16.0,15.0,-3.0,0.0,50.0,0
5,15.0,18.0,-4.0,0.0,50.0,0
6,19.0,24.0,-4.0,0.0,50.0,0
7,23.0,22.0,-4.0,0.0,50.0,0
8,23.0,23.0,-4.0,0.0,50.0,0
9,23.0,23.0,-4.0,0.0,50.0,0
10,23.0,23.0,-4.0,0.0,50.0,0
11,24.0,23.0,-3.0,0.0,50.0,0
12,24.0,23.0,-3.0,0.0,50.0,0
13,24.0,23.0,-3.0,0.0,50.0,0
14,24.0,23.0,-3.0,0.0,50.0,0
15,24.0,23.0,-3.0,0.0,50.0,0
16,24.0,23.0,-3.0,0.0,50.0,0
17,24.0,23.0,-3.0,0.0,50.0,0
18,24.0,23.0,-3.0,0.0,50.0,0
19,24.0,23.0,-3.0,0.0,50.0,0
20,24.0,23.0,-3.0,0.0,50.0,0
21,24.0,23.0,-3.0,0.0,50.0,0
22,24.0,23.0,-3.0,0.0,50.0,0
23,24.0,23.0,-3.0,0.0,50.0,0
24,24.0,23.0,-3.0,0.0,50.0,0
25,24.0,23.0,-3.0,0.0,50.0,0
26,24.0,23.0,-3.0,0.0,50.0,0
27,24.0,23.0,-3.0,0.0,50.0,0
28,24.0,23.0,-3.0,0.0,50.0,0
29,24.0,23.0,-3.0,0.0,50.0,0
30,24.0,23.0,-3.0,0.0,50.0,0
31,24.0,23.0,-3.0,0.0,50.0,0
32,24.0,23.0,-3.0,0.0,50.0,0
33,24.0,23.0,-3.0,0.0,50.0,0
34,24.0,23.0,-2.0,0.0,50.0,0
35,24.0,23.0,-2.0,0.0,50.0,0
36,24.0,23.0,-2.0,0.0,50.0,0
37,24.0,23.0,-2.0,0.0,50.0,0
38,24.0,23.0,-2.0,0.0,50.0,0
39,24.0,23.0,-2.0,0.0,50.0,0
40,24.0,23.0,-2.0,0.0,50.0,0
41,24.0,23.0,-2.0,0.0,50.0,0
42,24.0,23.0,-2.0,0.0,50.0,0
43,24.0,23.0,-2.0,0.0,50.0,0
44,24.0,23.0,-2.0,0.0,50.0,0
45,24.0,23.0,-2.0,0.0,50.0,0
46,24.0,23.0,-2.0,0.0,50.0,0
47,24.0,24.0,-2.0,0.0,50.0,0
48,24.0,23.0,-2.0,0.0,50.0,0
49,24.0,23.0,-2.0,0.0,50.0,0
0,24.0,23.0,-2.0,18.94736842105263,50.0,1
1,25.0,24.0,-2.0,18.94736842105263,50.0,1
2,28.0,26.0,-2.0,18.94736842105263,50.0,1
